id,lat,lon
0,-65.62881425699993,18.27920156500005
1,-65.63296464799993,18.29100169500009
2,-65.63076738199993,18.332831122000073
3,-65.62100175699993,18.38226959800005
4,-65.62140865799995,18.389064846000053
5,-65.62938391799992,18.391058661000045
6,-65.63776607999995,18.385687567000048
7,-65.64574133999992,18.37840403900009
8,-65.66320028799993,18.366413598000065
9,-65.6980147829999,18.371110745000067
10,-65.72484854399994,18.391266958000074
11,-65.7381071609999,18.382365176000064
12,-65.75500242699991,18.391041037000036
13,-65.7720271419999,18.41457015000009
14,-65.77837209599994,18.410669300000052
15,-65.7887771039999,18.406737253000074
16,-65.7963071769999,18.405028206000054
17,-65.79231770299992,18.41276352400007
18,-65.78714832199995,18.41830708100008
19,-65.7883472609999,18.423249257000066
20,-65.79416880699995,18.425405872000056
21,-65.8016258159999,18.415443225000047
22,-65.81260562999995,18.41040538200008
23,-65.83079993399991,18.42869700700004
24,-65.84829667899993,18.437892971000053
25,-65.88052324099993,18.44481028900009
26,-65.89281165299991,18.453599351000037
27,-65.90482604999994,18.45592492600008
28,-65.92043842799995,18.44588943100007
29,-65.96621660099993,18.45844147300005
30,-65.98888098899994,18.46308014500005
31,-65.99771739999994,18.45018494100009
32,-66.0120997539999,18.44396181500008
33,-66.02818465099995,18.446870575000048
34,-66.03970292899993,18.450506903000075
35,-66.05589758999992,18.45380280200004
36,-66.12163115699991,18.473470242000076
37,-66.10936438699991,18.461411851000037
38,-66.09496008999992,18.447699286000045
39,-66.07677161399994,18.43886953300006
40,-66.06021074099993,18.436835028000075
41,-66.06021074099993,18.429388739000046
42,-66.09316972599993,18.41982656500005
43,-66.10846920499995,18.42064036700009
44,-66.11485755099994,18.43317291900007
45,-66.11808062099993,18.44302686800006
46,-66.13747020199992,18.45275593200006
47,-66.13414466099994,18.46588776200008
48,-66.14408516299994,18.468702418000078
49,-66.15200759599992,18.458723638000038
50,-66.1615840849999,18.45329822100007
51,-66.17007402299993,18.45734284100007
52,-66.17369544199994,18.462958075000074
53,-66.18089758999992,18.471502997000073
54,-66.19398862199995,18.47358656700004
55,-66.20518958199995,18.465399481000077
56,-66.25812740799995,18.48151276200008
57,-66.30386308499993,18.468817450000074
58,-66.38239498599995,18.491441148000092
59,-66.46743730399993,18.47528717700004
60,-66.50706946499992,18.486395575000074
61,-66.57144120999993,18.48700592700004
62,-66.58779863199993,18.484035549000055
63,-66.61432857999995,18.49323151200008
64,-66.64085852799991,18.49640534100007
65,-66.69766191299993,18.491441148000092
66,-66.73680579299992,18.48314036700009
67,-66.75169837099992,18.484035549000055
68,-66.78921464799993,18.496527411000045
69,-66.80345618399991,18.49827708500004
70,-66.90731563999992,18.485324843000058
71,-67.01235917899993,18.50576406500005
72,-67.04845130099994,18.521144924000055
73,-67.10171464799993,18.522772528000075
74,-67.1516820949999,18.508937893000052
75,-67.17000663599993,18.486019825000085
76,-67.16869874199995,18.46060467600006
77,-67.1581179989999,18.44311083200006
78,-67.15945110799993,18.42091074600006
79,-67.18431555899991,18.402085679000038
80,-67.19839433499993,18.393703518000052
81,-67.21735592399995,18.38617584800005
82,-67.2402673439999,18.37681236500009
83,-67.26882485699991,18.36889997800006
