id,lat,lon
0,56.94783522883313,34.64265044368972
1,56.94783522883313,34.64265044368972
2,56.968440717732335,34.61174221034088
3,56.98728002186877,34.53579626554091
4,56.986985657741656,34.5134245918789
5,56.98168710345328,34.49399655948821
6,56.97226745138505,34.4716248858262
7,56.96078725042693,34.45278558168977
8,56.949307049468786,34.445132114384364
9,56.88454694149982,34.44307156549442
10,56.863352724346356,34.43747864707893
11,56.83421067576032,34.41392951690841
12,56.81419391511534,34.3803720064154
13,56.79152787732622,34.3497581371937
14,56.75355490492623,34.3350399308371
15,56.72882831824717,34.3394553927441
16,56.70998901411073,34.35299614259213
17,56.6964482642627,34.372424174982825
18,56.68732297632161,34.395090212771976
19,56.68496806330455,34.41304642452701
20,56.68702861219447,34.425998446120786
21,56.685262427431695,34.43718428295179
22,56.67201604171075,34.45072503279985
23,56.62962760740379,34.45896722835954
24,56.584001167698375,34.44042228835025
25,56.50099048384726,34.3897916584836
26,56.442706386675184,34.371541082601425
27,56.39972922411397,34.36477070767742
28,56.38118428410468,34.35358487084642
29,56.32260582280546,34.28911912700457
30,56.312597442482996,34.27027982286813
31,56.30847634470314,34.24937996984178
32,56.30111724152485,34.236133584120864
33,56.24695424213263,34.19816061172088
34,56.236357133555885,34.1825593129829
35,56.223993840216366,34.15694963392244
36,56.220461470690765,34.13281177549766
37,56.236357133555885,34.12221466692091
38,56.26108372023495,34.11485556374262
39,56.27374137770161,34.096604987860445
40,56.27550756246441,34.07423331419844
41,56.26755973103184,34.053333461172116
42,56.21987274243651,33.98857335320312
43,56.208686905605504,33.978859337007805
44,56.19014196559621,33.973855146846546
45,56.12979731953422,33.93794272333648
46,56.099477814439666,33.90821194649618
47,56.081815966811746,33.87553752838457
48,56.04619790742882,33.7466060407009
49,56.023237505512554,33.712165437826485
50,55.99056308740094,33.68743885114745
51,55.94611410420407,33.66977700351953
52,55.908729860058344,33.64681660160326
53,55.8963665667188,33.61325909111025
54,55.89312856132037,33.571753749184694
55,55.88400327337928,33.52642167360642
56,55.86192596384441,33.48550505993512
57,55.84632466510644,33.465782663417286
58,55.83248955113123,33.4575404678576
59,55.81747698064751,33.45106445706071
60,55.80217004603668,33.42015622371187
61,55.78774620380722,33.40985347926227
62,55.770084356179325,33.410442207516525
63,55.744769041246,33.4166238541863
64,55.72180863932974,33.427220962763045
65,55.71209462313439,33.440761712611106
66,55.70267497106616,33.45018136467931
67,55.643802145639825,33.484916331680836
68,55.60700662974838,33.53378077678471
69,55.55637599988174,33.64593350922186
70,55.524290310024384,33.698035959724166
71,55.466594941106564,33.741601850539666
72,55.400657376629084,33.757497513404786
73,55.3303043502446,33.76603407309159
74,55.260245687987265,33.78634519786368
75,55.241995112105116,33.79635357818614
76,55.22727690574851,33.809011235652804
77,55.21667979717179,33.826673083280724
78,55.21314742764619,33.851694034086904
79,55.21314742764619,33.89319937601246
80,55.21108687875628,33.90821194649618
81,55.2049052320865,33.92440197348844
82,55.21373615590048,33.99004517383878
83,55.27319770958107,34.06128129260466
84,55.40124610488334,34.173434025041814
85,55.42508959918101,34.243787051426295
86,55.35267602390661,34.26910236635962
87,55.073913195512915,34.27734456191931
88,54.920255121150205,34.23230685046815
89,54.84195426333318,34.23907722539218
90,54.803098198551794,34.25261797524024
91,54.7810208890169,34.25762216540147
92,54.75658866646498,34.25938835016427
93,54.73451135693011,34.25732780127436
94,54.693006015004556,34.24849687746041
95,54.670339977215406,34.24643632857047
96,54.61028969528056,34.24849687746041
97,54.58026455431312,34.24614196444335
98,54.55171123398134,34.23760540475652
99,54.52757337555656,34.22082664951003
100,54.47753147394417,34.153417264396865
101,54.4528048872651,34.13752160153177
102,54.43278812662015,34.139287786294545
103,54.4110051812124,34.14635252534572
104,54.38156876849925,34.146646889472834
105,54.36155200785427,34.13811032978603
106,54.124588885513276,33.97150023382949
107,54.118701602970646,33.95678202747291
108,54.12753252678462,33.93794272333648
109,54.13606908647142,33.90261902808069
110,54.133714173454365,33.877598077274484
111,54.126060706148934,33.845218023290016
112,54.113697412809415,33.81548724644972
113,54.09721302169004,33.79811976294894
114,54.07042588612106,33.799297219457486
115,54.053647130874566,33.81960834422955
116,54.04069510928076,33.846689843925674
117,54.02656563117844,33.867589696952024
118,54.01214178894898,33.85787568075668
119,54.00066158799086,33.845218023290016
120,53.99153630004977,33.830794181060554
121,53.98535465338,33.81430978994118
122,53.977406821947454,33.771626991507105
123,53.970930811150566,33.751610230862156
124,53.95797878955676,33.73865820926835
125,53.89616232285911,33.78104664357531
126,53.8540682526793,33.82019707248381
127,53.84818097013664,33.82814490391638
128,53.82639802472892,33.87082770235048
129,53.81403473138937,33.88319099569
130,53.78724759582039,33.89290501188535
131,53.73367332468243,33.891138827122546
132,53.70806364562199,33.906151397606266
133,53.6962890805367,33.927051250632616
134,53.68363142307004,33.97356078271943
135,53.670679401476264,33.99328317923724
136,53.63682752685611,33.96443549477834
137,53.61769385859256,33.95413275032874
138,53.60915729890573,33.96149185350703
139,53.606508021761556,33.98651280431321
140,53.59767709794761,34.002114103051184
